Geo_FIPS	Geo_NAME	Geo_QName	Geo_STUSAB	Geo_SUMLEV	Geo_GEOCOMP	Geo_FILEID	Geo_LOGRECNO	Geo_US	Geo_REGION	Geo_DIVISION	Geo_STATECE	Geo_STATE	Geo_COUNTY	Geo_COUSUB	Geo_PLACE	Geo_PLACESE	Geo_TRACT	Geo_BLKGRP	Geo_CONCIT	Geo_AIANHH	Geo_AIANHHFP	Geo_AIHHTLI	Geo_AITSCE	Geo_AITS	Geo_ANRC	Geo_CBSA	Geo_CSA	Geo_METDIV	Geo_MACC	Geo_MEMI	Geo_NECTA	Geo_CNECTA	Geo_NECTADIV	Geo_UA	Geo_UACP	Geo_CDCURR	Geo_SLDU	Geo_SLDL	Geo_VTD	Geo_ZCTA3	Geo_ZCTA5	Geo_SUBMCD	Geo_SDELM	Geo_SDSEC	Geo_SDUNI	Geo_UR	Geo_PCI	Geo_TAZ	Geo_UGA	Geo_PUMA5	Geo_PUMA1	Geo_GEOID	Geo_BTTR	Geo_BTBG	Geo_AREALAND	Geo_AREAWATR	SE_A00001_001	SE_A00002_001	SE_A00002_002	SE_A00002_003	SE_A12001_001	SE_A12001_002	SE_A12001_003	SE_A12001_004	SE_A12001_005	SE_A12001_006	SE_A12001_007	SE_A12001_008	SE_B12001_001	SE_B12001_002	SE_B12001_003	SE_B12001_004	SE_A12002_001	SE_A12002_002	SE_A12002_003	SE_A12002_004	SE_A12002_005	SE_A12002_006	SE_A12002_007	SE_A12002_008	SE_A14006_001	SE_A09005_001	SE_A09005_002	SE_A09005_009	SE_A09005_010	SE_A09005_003	SE_A09005_004	SE_A09005_005	SE_A09005_006	SE_A09005_007	SE_A09005_008	SE_A09001_001	SE_A09001_002	SE_A09001_003	SE_A09001_004	SE_A09001_005	SE_A09001_006	SE_A09001_007	SE_A09001_008	SE_A09001_009	SE_A09001_010	SE_A09003_001	SE_A10030_001	SE_A10030_002	SE_A10030_003	SE_A10030_004	SE_A10030_005	SE_A10030_006	SE_A10030_007
"36061025900"	"Census Tract 259, New York County, New York"	"Census Tract 259, New York County, New York"	"ny"	"140"	"00"	"ACSSF"	"0006042"	""	""	""	""	"36"	"061"	""	""	""	"025900"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36061025900"	""	""	"75469"	"0"	3635	3635	124748	0.0291387450443786	2585	193	322	502	777	576	75	140	2585	193	824	1568	2585	193	2392	2070	1568	791	215	140	63178	2061	239	227	12	1495	0	70	175	52	30	2061	2031	131	276	179	595	581	203	66	30	36	1698	1269	350	71	8	0	0
"36061026100"	"Census Tract 261, New York County, New York"	"Census Tract 261, New York County, New York"	"ny"	"140"	"00"	"ACSSF"	"0006043"	""	""	""	""	"36"	"061"	""	""	""	"026100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36061026100"	""	""	"156222"	"0"	13814	13814	229020.8	0.0603176539814084	9456	4556	1508	2093	960	255	67	17	9456	4556	3601	1299	9456	4556	4900	3392	1299	339	84	17	39789	5988	742	394	348	4225	0	0	764	54	203	5988	5785	527	584	218	1208	1597	1391	260	203	42	3868	3095	654	119	0	0	0
"36061026300"	"Census Tract 263, New York County, New York"	"Census Tract 263, New York County, New York"	"ny"	"140"	"00"	"ACSSF"	"0006044"	""	""	""	""	"36"	"061"	""	""	""	"026300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36061026300"	""	""	"157201"	"0"	9255	9255	152482.1	0.0606956480107244	6806	2111	1629	1373	1291	264	100	38	6806	2111	3002	1693	6806	2111	4695	3066	1693	402	138	38	34220	4615	530	371	159	3256	0	57	458	13	301	4615	4314	113	393	420	670	1464	871	383	301	45	3007	2466	518	23	0	0	0
"36061026500"	"Census Tract 265, New York County, New York"	"Census Tract 265, New York County, New York"	"ny"	"140"	"00"	"ACSSF"	"0006045"	""	""	""	""	"36"	"061"	""	""	""	"026500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36061026500"	""	""	"195037"	"0"	8178	8178	108599.5	0.0753042099036752	6539	1230	959	1276	1772	984	112	206	6539	1230	2235	3074	6539	1230	5309	4350	3074	1302	318	206	81760	4504	376	276	100	3408	40	0	409	0	271	4504	4233	227	148	222	1585	932	778	341	271	42	2739	1916	671	152	0	0	0
"36061026700"	"Census Tract 267, New York County, New York"	"Census Tract 267, New York County, New York"	"ny"	"140"	"00"	"ACSSF"	"0006046"	""	""	""	""	"36"	"061"	""	""	""	"026700"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36061026700"	""	""	"47338"	"0"	2174	2174	118945.3	0.0182773047597132	1092	174	201	275	217	150	27	48	1092	174	476	442	1092	174	918	717	442	225	75	48	43007	831	216	172	44	468	6	0	129	6	6	831	825	85	140	36	105	241	169	49	6	39	577	290	246	25	5	11	0
"36061026900"	"Census Tract 269, New York County, New York"	"Census Tract 269, New York County, New York"	"ny"	"140"	"00"	"ACSSF"	"0006047"	""	""	""	""	"36"	"061"	""	""	""	"026900"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36061026900"	""	""	"175570"	"0"	9657	9657	142458.9	0.0677879588631299	6566	3051	1360	1173	681	272	16	13	6566	3051	2533	982	6566	3051	3515	2155	982	301	29	13	42233	4631	697	270	427	2991	0	0	887	42	14	4631	4617	234	584	666	839	1375	805	114	14	38	2781	2372	326	53	13	0	17
"36061027100"	"Census Tract 271, New York County, New York"	"Census Tract 271, New York County, New York"	"ny"	"140"	"00"	"ACSSF"	"0006048"	""	""	""	""	"36"	"061"	""	""	""	"027100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36061027100"	""	""	"192909"	"0"	9743	9743	130809.1	0.0744825844752949	7030	1788	1100	1257	1794	897	126	68	7030	1788	2357	2885	7030	1788	5242	4142	2885	1091	194	68	63123	4622	457	248	209	3052	0	43	774	74	222	4622	4400	265	605	346	911	1055	1002	216	222	40	3001	2158	751	92	0	0	0
"36061027300"	"Census Tract 273, New York County, New York"	"Census Tract 273, New York County, New York"	"ny"	"140"	"00"	"ACSSF"	"0006049"	""	""	""	""	"36"	"061"	""	""	""	"027300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36061027300"	""	""	"176946"	"0"	7007	7007	102562.6	0.0683192354559172	5287	482	280	446	2127	1340	305	307	5287	482	726	4079	5287	482	4805	4525	4079	1952	612	307	86393	3797	348	255	93	2935	0	50	170	60	234	3797	3563	47	344	147	591	1909	410	115	234	43	3084	2224	828	32	0	0	0
"36061027500"	"Census Tract 275, New York County, New York"	"Census Tract 275, New York County, New York"	"ny"	"140"	"00"	"ACSSF"	"0006050"	""	""	""	""	"36"	"061"	""	""	""	"027500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36061027500"	""	""	"279689"	"852909"	3579	3579	33142.41	0.107988531220994	2769	444	121	307	922	497	190	288	2769	444	428	1897	2769	444	2325	2204	1897	975	478	288	102730	1810	195	141	54	1116	0	32	221	0	246	1810	1564	71	89	194	166	689	298	57	246	43	1550	963	496	79	12	0	0
"36061027700"	"Census Tract 277, New York County, New York"	"Census Tract 277, New York County, New York"	"ny"	"140"	"00"	"ACSSF"	"0006051"	""	""	""	""	"36"	"061"	""	""	""	"027700"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36061027700"	""	""	"163262"	"0"	7725	7725	122549.4	0.0630358132933434	5801	2348	1385	945	775	329	19	0	5801	2348	2330	1123	5801	2348	3453	2068	1123	348	19	0	34625	2916	187	153	34	2356	0	0	218	0	155	2916	2761	25	82	436	401	579	840	398	155	50	2144	1765	379	0	0	0	0
"36061027900"	"Census Tract 279, New York County, New York"	"Census Tract 279, New York County, New York"	"ny"	"140"	"00"	"ACSSF"	"0006052"	""	""	""	""	"36"	"061"	""	""	""	"027900"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36061027900"	""	""	"180014"	"0"	12283	12283	176724.2	0.0695037969287889	8621	3015	1670	1536	1512	701	111	76	8621	3015	3206	2400	8621	3015	5606	3936	2400	888	187	76	49695	5360	614	451	163	3578	0	10	756	12	390	5360	4970	473	256	773	979	1439	839	211	390	38	3985	2900	883	137	24	41	0
"36061028100"	"Census Tract 281, New York County, New York"	"Census Tract 281, New York County, New York"	"ny"	"140"	"00"	"ACSSF"	"0006053"	""	""	""	""	"36"	"061"	""	""	""	"028100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36061028100"	""	""	"94227"	"0"	3208	3208	88177.29	0.0363812496428555	2566	151	197	388	800	637	146	247	2566	151	585	1830	2566	151	2415	2218	1830	1030	393	247	109463	1847	137	121	16	1263	0	22	213	0	212	1847	1635	77	137	187	242	620	291	81	212	42	1422	967	422	33	0	0	0
"36061028300"	"Census Tract 283, New York County, New York"	"Census Tract 283, New York County, New York"	"ny"	"140"	"00"	"ACSSF"	"0006054"	""	""	""	""	"36"	"061"	""	""	""	"028300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36061028300"	""	""	"151093"	"0"	7919	7919	135745	0.0583373359258807	5906	1106	718	1667	1535	722	75	83	5906	1106	2385	2415	5906	1106	4800	4082	2415	880	158	83	59953	4026	273	249	24	3003	0	36	483	0	231	4026	3795	141	351	484	558	1440	559	262	231	42	3187	2263	840	84	0	0	0
"36061028500"	"Census Tract 285, New York County, New York"	"Census Tract 285, New York County, New York"	"ny"	"140"	"00"	"ACSSF"	"0006055"	""	""	""	""	"36"	"061"	""	""	""	"028500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36061028500"	""	""	"121942"	"0"	7675	7675	163013.2	0.0470820714227247	5109	1541	681	1342	959	476	101	9	5109	1541	2023	1545	5109	1541	3568	2887	1545	586	110	9	48138	3441	275	194	81	2796	0	0	192	0	178	3441	3263	67	341	279	376	1085	831	284	178	46	2702	2235	333	110	24	0	0
"36061028700"	"Census Tract 287, New York County, New York"	"Census Tract 287, New York County, New York"	"ny"	"140"	"00"	"ACSSF"	"0006056"	""	""	""	""	"36"	"061"	""	""	""	"028700"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36061028700"	""	""	"532366"	"1018817"	4069	4069	19795.89	0.205547670491137	3051	519	470	647	790	497	86	42	3051	519	1117	1415	3051	519	2532	2062	1415	625	128	42	53044	2230	257	219	38	1736	0	14	124	19	80	2230	2150	77	99	216	366	784	472	136	80	45	1567	1219	315	33	0	0	0
"36061029100"	"Census Tract 291, New York County, New York"	"Census Tract 291, New York County, New York"	"ny"	"140"	"00"	"ACSSF"	"0006057"	""	""	""	""	"36"	"061"	""	""	""	"029100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36061029100"	""	""	"187479"	"0"	12180	12180	168264.5	0.072386049665095	7973	2571	2145	1879	1177	170	31	0	7973	2571	4024	1378	7973	2571	5402	3257	1378	201	31	0	37605	5137	759	634	125	3650	0	0	481	65	182	5137	4955	110	667	184	479	2020	1295	200	182	44	4122	3162	834	108	0	18	0
"36061029300"	"Census Tract 293, New York County, New York"	"Census Tract 293, New York County, New York"	"ny"	"140"	"00"	"ACSSF"	"0006058"	""	""	""	""	"36"	"061"	""	""	""	"029300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36061029300"	""	""	"157076"	"0"	9504	9504	156709.1	0.0606473852388505	6575	2328	1435	1608	842	257	67	38	6575	2328	3043	1204	6575	2328	4247	2812	1204	362	105	38	41437	4469	781	554	227	2927	0	0	544	0	217	4469	4252	255	297	333	1047	1240	933	147	217	43	3024	2460	446	118	0	0	0
"36061029500"	"Census Tract 295, New York County, New York"	"Census Tract 295, New York County, New York"	"ny"	"140"	"00"	"ACSSF"	"0006059"	""	""	""	""	"36"	"061"	""	""	""	"029500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36061029500"	""	""	"135565"	"0"	8573	8573	163788.3	0.052341941352624	6547	1431	1109	1008	1431	1157	186	225	6547	1431	2117	2999	6547	1431	5116	4007	2999	1568	411	225	81148	5105	483	303	180	3440	67	0	663	31	421	5105	4684	488	305	280	675	1656	1121	159	421	41	3457	2509	839	91	18	0	0
"36061029700"	"Census Tract 297, New York County, New York"	"Census Tract 297, New York County, New York"	"ny"	"140"	"00"	"ACSSF"	"0006060"	""	""	""	""	"36"	"061"	""	""	""	"029700"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36061029700"	""	""	"948118"	"1006331"	17	17	46.43915	0.366070421947901	17	13	4	0	0	0	0	0	17	13	4	0	17	13	4	0	0	0	0	0	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	0	0	0	0
"36061029900"	"Census Tract 299, New York County, New York"	"Census Tract 299, New York County, New York"	"ny"	"140"	"00"	"ACSSF"	"0006061"	""	""	""	""	"36"	"061"	""	""	""	"029900"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36061029900"	""	""	"616054"	"322917"	4348	4348	18279.68	0.237859789311765	2943	1244	616	572	412	79	20	0	2943	1244	1188	511	2943	1244	1699	1083	511	99	20	0	24268	1442	217	146	71	1052	8	0	92	19	54	1442	1388	96	73	167	186	385	396	85	54	43	1550	1124	397	29	0	0	0
"36061030300"	"Census Tract 303, New York County, New York"	"Census Tract 303, New York County, New York"	"ny"	"140"	"00"	"ACSSF"	"0006062"	""	""	""	""	"36"	"061"	""	""	""	"030300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36061030300"	""	""	"156650"	"0"	5113	5113	84536.28	0.0604829057123045	3703	717	562	712	939	519	144	110	3703	717	1274	1712	3703	717	2986	2424	1712	773	254	110	68210	2462	271	232	39	1646	0	45	222	19	259	2462	2203	145	204	208	366	770	418	92	259	41	1834	1369	405	29	31	0	0
"36061030700"	"Census Tract 307, New York County, New York"	"Census Tract 307, New York County, New York"	"ny"	"140"	"00"	"ACSSF"	"0006063"	""	""	""	""	"36"	"061"	""	""	""	"030700"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36061030700"	""	""	"84374"	"0"	3756	3756	115296.1	0.0325769849126714	3076	174	481	660	761	768	105	127	3076	174	1141	1761	3076	174	2902	2421	1761	1000	232	127	84839	2237	267	240	27	1593	117	12	127	19	102	2237	2135	58	155	157	222	846	550	147	102	48	1882	1189	560	133	0	0	0
"36061030900"	"Census Tract 309, New York County, New York"	"Census Tract 309, New York County, New York"	"ny"	"140"	"00"	"ACSSF"	"0006064"	""	""	""	""	"36"	"061"	""	""	""	"030900"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36061030900"	""	""	"302752"	"0"	10137	10137	86720.18	0.116893205682806	6632	1761	1775	1610	1179	240	43	24	6632	1761	3385	1486	6632	1761	4871	3096	1486	307	67	24	34870	4278	798	667	131	2745	0	74	395	106	160	4278	4118	508	440	196	675	1093	889	317	160	43	3747	2326	1213	153	55	0	0
"36061031100"	"Census Tract 311, New York County, New York"	"Census Tract 311, New York County, New York"	"ny"	"140"	"00"	"ACSSF"	"0006065"	""	""	""	""	"36"	"061"	""	""	""	"031100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36061031100"	""	""	"730774"	"312736"	0	0	0	0.282153430826707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	0	0	0	0
"36061031703"	"Census Tract 317.03, New York County, New York"	"Census Tract 317.03, New York County, New York"	"ny"	"140"	"00"	"ACSSF"	"0006066"	""	""	""	""	"36"	"061"	""	""	""	"031703"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36061031703"	""	""	"256791"	"463780"	5644	5644	56925.25	0.0991475636180554	3938	67	291	263	1778	1059	423	57	3938	67	554	3317	3938	67	3871	3580	3317	1539	480	57	276317	2884	170	127	43	1419	0	121	973	13	188	2884	2696	374	625	583	777	234	103	0	188	24	2412	1802	598	0	0	0	12
"36061031704"	"Census Tract 317.04, New York County, New York"	"Census Tract 317.04, New York County, New York"	"ny"	"140"	"00"	"ACSSF"	"0006067"	""	""	""	""	"36"	"061"	""	""	""	"031704"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36061031704"	""	""	"225246"	"472761"	10241	10241	117756	0.0869679705079715	7805	86	136	645	3406	2181	1090	261	7805	86	781	6938	7805	86	7719	7583	6938	3532	1351	261	179086	6532	607	533	74	3546	0	127	1751	107	394	6532	6138	390	1407	1243	1594	900	284	320	394	31	4924	3669	1031	162	44	18	0
"36061031900"	"Census Tract 319, New York County, New York"	"Census Tract 319, New York County, New York"	"ny"	"140"	"00"	"ACSSF"	"0006068"	""	""	""	""	"36"	"061"	""	""	""	"031900"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36061031900"	""	""	"103141"	"314424"	0	0	0	0.0398229644307232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	0	0	0	0
"36081000100"	"Census Tract 1, Queens County, New York"	"Census Tract 1, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0006526"	""	""	""	""	"36"	"081"	""	""	""	"000100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081000100"	""	""	"1139954"	"172725"	7575	7575	17210.48	0.440138718789431	6241	116	412	612	2600	1601	667	233	6241	116	1024	5101	6241	116	6125	5713	5101	2501	900	233	151584	5175	611	602	9	4233	0	70	56	0	205	5175	4970	45	288	1390	1934	929	177	207	205	34	3808	2422	1304	68	14	0	0
"36081000200"	"Census Tract 2, Queens County, New York"	"Census Tract 2, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0006527"	""	""	""	""	"36"	"081"	""	""	""	"000200"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081000200"	""	""	"156595"	"0"	3323	3323	54960.44	0.06046167009268	2406	571	849	593	288	79	26	0	2406	571	1442	393	2406	571	1835	986	393	105	26	0	74737	1811	614	579	35	1098	0	0	56	0	43	1811	1768	6	143	117	557	588	336	21	43	41	964	257	559	125	12	6	5
"36081000400"	"Census Tract 4, Queens County, New York"	"Census Tract 4, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0006528"	""	""	""	""	"36"	"081"	""	""	""	"000400"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081000400"	""	""	"224878"	"0"	5231	5231	60247.01	0.0868258849075749	3267	1203	825	647	470	58	64	0	3267	1203	1472	592	3267	1203	2064	1239	592	122	64	0	65836	2372	544	464	80	1694	0	0	55	0	79	2372	2293	10	102	168	474	697	628	214	79	48	1261	489	545	170	30	16	11
"36081000600"	"Census Tract 6, Queens County, New York"	"Census Tract 6, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0006529"	""	""	""	""	"36"	"081"	""	""	""	"000600"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081000600"	""	""	"214286"	"0"	4142	4142	50062.68	0.0827362906700726	2711	789	884	508	361	146	10	13	2711	789	1392	530	2711	789	1922	1038	530	169	23	13	88810	2091	817	584	233	1178	0	0	88	0	8	2091	2083	20	149	298	420	473	514	209	8	46	1045	250	466	206	65	54	4
"36081000700"	"Census Tract 7, Queens County, New York"	"Census Tract 7, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0006530"	""	""	""	""	"36"	"081"	""	""	""	"000700"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081000700"	""	""	"545045"	"0"	6132	6132	29138.52	0.210443059967845	4861	213	381	607	2124	1084	342	110	4861	213	988	3660	4861	213	4648	4267	3660	1536	452	110	136675	3941	534	447	87	3032	15	28	214	0	118	3941	3823	58	447	970	1306	732	264	46	118	32	2869	1715	877	251	26	0	0
"36081000800"	"Census Tract 8, Queens County, New York"	"Census Tract 8, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0006531"	""	""	""	""	"36"	"081"	""	""	""	"000800"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081000800"	""	""	"189824"	"0"	3679	3679	50196.84	0.0732914592654483	2430	541	693	606	393	151	19	27	2430	541	1299	590	2430	541	1889	1196	590	197	46	27	77727	1581	662	531	131	823	0	0	68	9	19	1581	1562	34	103	147	298	408	486	86	19	45	967	140	542	218	50	17	0
"36081001000"	"Census Tract 10, Queens County, New York"	"Census Tract 10, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0006532"	""	""	""	""	"36"	"081"	""	""	""	"001000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081001000"	""	""	"161256"	"0"	4305	4305	69144.09	0.062261292330312	2700	731	883	574	364	131	11	6	2700	731	1457	512	2700	731	1969	1086	512	148	17	6	87793	2116	584	515	69	1298	0	42	148	18	26	2116	2090	35	173	171	314	591	614	192	26	48	968	411	331	202	24	0	0
"36081001200"	"Census Tract 12, Queens County, New York"	"Census Tract 12, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0006533"	""	""	""	""	"36"	"081"	""	""	""	"001200"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081001200"	""	""	"227157"	"0"	4392	4392	50076.5	0.0877058117643788	2984	694	1044	745	341	128	32	0	2984	694	1789	501	2984	694	2290	1246	501	160	32	0	72275	2030	807	626	181	1111	20	0	71	21	0	2030	2030	46	126	160	385	602	521	190	0	47	1270	339	612	265	32	22	0
"36081001400"	"Census Tract 14, Queens County, New York"	"Census Tract 14, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0006534"	""	""	""	""	"36"	"081"	""	""	""	"001400"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081001400"	""	""	"213714"	"0"	3903	3903	47300.24	0.0825154402259779	2703	592	885	735	315	156	9	11	2703	592	1620	491	2703	592	2111	1226	491	176	20	11	71328	2014	507	393	114	1316	0	0	89	32	70	2014	1944	19	211	165	260	427	729	133	70	47	1048	441	260	276	62	5	4
"36081001600"	"Census Tract 16, Queens County, New York"	"Census Tract 16, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0006535"	""	""	""	""	"36"	"081"	""	""	""	"001600"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081001600"	""	""	"151499"	"0"	2848	2848	48688.68	0.058494093408927	2115	355	653	597	365	112	26	7	2115	355	1250	510	2115	355	1760	1107	510	145	33	7	86607	1558	454	409	45	960	0	0	133	0	11	1558	1547	98	70	106	264	414	461	134	11	47	803	260	331	180	32	0	0
"36081001800"	"Census Tract 18, Queens County, New York"	"Census Tract 18, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0006536"	""	""	""	""	"36"	"081"	""	""	""	"001800"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081001800"	""	""	"177489"	"0"	3129	3129	45659.57	0.0685288889369372	2035	558	510	499	392	64	12	0	2035	558	1009	468	2035	558	1477	967	468	76	12	0	74361	1415	462	419	43	903	0	0	35	10	5	1415	1410	30	81	107	420	230	433	109	5	46	851	250	405	189	7	0	0
"36081001900"	"Census Tract 19, Queens County, New York"	"Census Tract 19, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0006537"	""	""	""	""	"36"	"081"	""	""	""	"001900"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081001900"	""	""	"867933"	"0"	2347	2347	7003.653	0.335110819046266	1947	49	62	228	770	614	180	44	1947	49	290	1608	1947	49	1898	1836	1608	838	224	44	144698	1760	172	159	13	1444	17	16	26	17	68	1760	1692	15	192	487	566	369	54	9	68	30	1267	844	409	14	0	0	0
"36081002000"	"Census Tract 20, Queens County, New York"	"Census Tract 20, Queens County, New York"	"ny"	"140"	"00"	"ACSSF"	"0006538"	""	""	""	""	"36"	"081"	""	""	""	"002000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081002000"	""	""	"146397"	"0"	2009	2009	35542.3	0.0565242001121241	1463	359	433	272	325	52	0	22	1463	359	705	399	1463	359	1104	671	399	74	22	22	98618	991	263	237	26	665	0	0	53	5	5	991	986	20	107	39	222	166	259	173	5	53	495	42	342	69	37	5	0
