Geo_FILEID	Geo_STUSAB	Geo_SUMLEV	Geo_GEOCOMP	Geo_LOGRECNO	Geo_US	Geo_REGION	Geo_DIVISION	Geo_STATECE	Geo_STATE	Geo_COUNTY	Geo_COUSUB	Geo_PLACE	Geo_TRACT	Geo_BLKGRP	Geo_CONCIT	Geo_AIANHH	Geo_AIANHHFP	Geo_AIHHTLI	Geo_AITSCE	Geo_AITS	Geo_ANRC	Geo_CBSA	Geo_CSA	Geo_METDIV	Geo_MACC	Geo_MEMI	Geo_NECTA	Geo_CNECTA	Geo_NECTADIV	Geo_UA	Geo_CDCURR	Geo_SLDU	Geo_SLDL	Geo_ZCTA5	Geo_SUBMCD	Geo_SDELM	Geo_SDSEC	Geo_SDUNI	Geo_UR	Geo_PCI	Geo_PUMA5	Geo_GEOID	Geo_NAME	Geo_BTTR	Geo_BTBG	Geo_QName	Geo_FIPS	Geo_AREALAND	Geo_AREAWATR	Geo_PLACESE	Geo_UACP	Geo_VTD	Geo_ZCTA3	Geo_TAZ	Geo_UGA	Geo_PUMA1	SE_A00001_001	SE_A00002_001	SE_A00002_002	SE_A00002_003	SE_A12001_001	SE_A12001_002	SE_A12001_003	SE_A12001_004	SE_A12001_005	SE_A12001_006	SE_A12001_007	SE_A12001_008	SE_B12001_001	SE_B12001_002	SE_B12001_003	SE_B12001_004	SE_A12002_001	SE_A12002_002	SE_A12002_003	SE_A12002_004	SE_A12002_005	SE_A12002_006	SE_A12002_007	SE_A12002_008	SE_A14006_001	SE_A09005_001	SE_A09005_002	SE_A09005_009	SE_A09005_010	SE_A09005_003	SE_A09005_004	SE_A09005_005	SE_A09005_006	SE_A09005_007	SE_A09005_008	SE_A09001_001	SE_A09001_002	SE_A09001_003	SE_A09001_004	SE_A09001_005	SE_A09001_006	SE_A09001_007	SE_A09001_008	SE_A09001_009	SE_A09001_010	SE_A09003_001	SE_A10030_001	SE_A10030_002	SE_A10030_003	SE_A10030_004	SE_A10030_005	SE_A10030_006	SE_A10030_007
"ACSSF"	"ny"	"140"	"00"	"0004991"	""	""	""	""	"36"	"047"	""	""	"030600"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047030600"	"Census Tract 306"	""	""	"Census Tract 306, Kings County, New York"	"36047030600"	"193681"	"0"	""	""	""	""	""	""	""	2002	2002	26771.63	0.0747806553543877	1501	416	417	321	265	48	28	6	1501	416	738	347	1501	416	1085	668	347	82	34	6	48507	833	296	268	28	502	0	0	13	0	22	833	811	15	54	64	112	146	347	73	22	51	667	229	322	102	8	0	6
"ACSSF"	"ny"	"140"	"00"	"0004992"	""	""	""	""	"36"	"047"	""	""	"030700"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047030700"	"Census Tract 307"	""	""	"Census Tract 307, Kings County, New York"	"36047030700"	"266958"	"0"	""	""	""	""	""	""	""	7284	7284	70668.32	0.103073064431187	4652	1155	1300	1001	707	454	0	35	4652	1155	2301	1196	4652	1155	3497	2197	1196	489	35	35	39375	2312	228	195	33	1678	0	0	35	50	321	2312	1991	59	92	291	642	616	214	77	321	39	3046	2223	811	12	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0004993"	""	""	""	""	"36"	"047"	""	""	"030800"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047030800"	"Census Tract 308"	""	""	"Census Tract 308, Kings County, New York"	"36047030800"	"681579"	"0"	""	""	""	""	""	""	""	1944	1944	7387.165	0.263159134328036	1527	267	394	335	361	157	0	13	1527	267	729	531	1527	267	1260	866	531	170	13	13	53393	797	172	172	0	313	0	5	109	62	136	797	661	0	106	132	68	101	192	62	136	46	759	235	400	79	45	0	0
"ACSSF"	"ny"	"140"	"00"	"0004994"	""	""	""	""	"36"	"047"	""	""	"030900"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047030900"	"Census Tract 309"	""	""	"Census Tract 309, Kings County, New York"	"36047030900"	"151863"	"0"	""	""	""	""	""	""	""	2444	2444	41681.85	0.0586346346006236	1566	316	359	416	287	183	5	0	1566	316	775	475	1566	316	1250	891	475	188	5	0	59484	947	229	207	22	619	0	0	42	5	52	947	895	20	15	127	181	168	329	55	52	46	847	483	295	69	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0004995"	""	""	""	""	"36"	"047"	""	""	"031100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047031100"	"Census Tract 311"	""	""	"Census Tract 311, Kings County, New York"	"36047031100"	"152683"	"0"	""	""	""	""	""	""	""	3014	3014	51127	0.0589512383841161	2264	376	562	487	402	377	30	30	2264	376	1049	839	2264	376	1888	1326	839	437	60	30	65139	1526	230	230	0	825	0	80	122	13	256	1526	1270	13	88	169	320	493	123	64	256	41	1204	831	340	31	2	0	0
"ACSSF"	"ny"	"140"	"00"	"0004996"	""	""	""	""	"36"	"047"	""	""	"031300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047031300"	"Census Tract 313"	""	""	"Census Tract 313, Kings County, New York"	"36047031300"	"174300"	"0"	""	""	""	""	""	""	""	5111	5111	75946.23	0.0672976091008916	4303	507	575	957	1106	812	251	95	4303	507	1532	2264	4303	507	3796	3221	2264	1158	346	95	90828	2603	335	316	19	1520	0	225	76	46	401	2603	2202	37	100	444	296	919	362	44	401	40	2256	1566	633	50	0	7	0
"ACSSF"	"ny"	"140"	"00"	"0004997"	""	""	""	""	"36"	"047"	""	""	"031401"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047031401"	"Census Tract 314.01"	""	""	"Census Tract 314.01, Kings County, New York"	"36047031401"	"450195"	"226844"	""	""	""	""	""	""	""	5157	5157	29668.41	0.173821268669971	4097	911	1014	953	789	415	15	0	4097	911	1967	1219	4097	911	3186	2172	1219	430	15	0	76908	2186	1038	950	88	906	0	0	92	0	150	2186	2036	52	332	229	346	212	742	123	150	43	1807	603	845	342	17	0	0
"ACSSF"	"ny"	"140"	"00"	"0004998"	""	""	""	""	"36"	"047"	""	""	"031402"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047031402"	"Census Tract 314.02"	""	""	"Census Tract 314.02, Kings County, New York"	"36047031402"	"385464"	"183705"	""	""	""	""	""	""	""	0	0	0	0.148828488780643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	0	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0004999"	""	""	""	""	"36"	"047"	""	""	"031500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047031500"	"Census Tract 315"	""	""	"Census Tract 315, Kings County, New York"	"36047031500"	"180191"	"0"	""	""	""	""	""	""	""	5348	5348	76869.85	0.0695721370137622	4285	309	790	480	1578	880	185	63	4285	309	1270	2706	4285	309	3976	3186	2706	1128	248	63	78851	3484	326	291	35	1962	0	248	88	0	860	3484	2624	22	186	193	670	1022	465	66	860	42	2452	1900	510	0	22	0	20
"ACSSF"	"ny"	"140"	"00"	"0005000"	""	""	""	""	"36"	"047"	""	""	"031701"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047031701"	"Census Tract 317.01"	""	""	"Census Tract 317.01, Kings County, New York"	"36047031701"	"139741"	"0"	""	""	""	""	""	""	""	3792	3792	70281.7	0.0539543040353855	2821	293	734	501	748	348	175	22	2821	293	1235	1293	2821	293	2528	1794	1293	545	197	22	88325	2213	327	254	73	1431	0	25	41	42	347	2213	1866	0	155	82	382	752	367	128	347	46	1527	868	519	140	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0005001"	""	""	""	""	"36"	"047"	""	""	"031702"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047031702"	"Census Tract 317.02"	""	""	"Census Tract 317.02, Kings County, New York"	"36047031702"	"139788"	"0"	""	""	""	""	""	""	""	3834	3834	71036.24	0.0539724508376101	2889	239	436	536	856	604	122	96	2889	239	972	1678	2889	239	2650	2214	1678	822	218	96	95486	2307	292	250	42	1507	0	0	55	0	453	2307	1854	19	79	86	584	658	400	28	453	43	1625	1052	480	93	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0005002"	""	""	""	""	"36"	"047"	""	""	"031900"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047031900"	"Census Tract 319"	""	""	"Census Tract 319, Kings County, New York"	"36047031900"	"151346"	"0"	""	""	""	""	""	""	""	3100	3100	53050.38	0.0584350197761534	2127	167	324	481	848	230	55	22	2127	167	805	1155	2127	167	1960	1636	1155	307	77	22	75021	1304	187	187	0	834	0	63	39	0	181	1304	1123	85	59	73	315	283	283	25	181	39	1287	832	379	76	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0005003"	""	""	""	""	"36"	"047"	""	""	"032100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047032100"	"Census Tract 321"	""	""	"Census Tract 321, Kings County, New York"	"36047032100"	"160095"	"0"	""	""	""	""	""	""	""	5254	5254	84998.27	0.0618130277051477	4228	526	1029	980	1104	370	134	85	4228	526	2009	1693	4228	526	3702	2673	1693	589	219	85	60446	2834	123	109	14	2090	0	122	121	32	346	2834	2488	218	180	251	264	870	590	115	346	43	2162	1589	332	221	20	0	0
"ACSSF"	"ny"	"140"	"00"	"0005004"	""	""	""	""	"36"	"047"	""	""	"032300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047032300"	"Census Tract 323"	""	""	"Census Tract 323, Kings County, New York"	"36047032300"	"173046"	"0"	""	""	""	""	""	""	""	3575	3575	53507.2	0.0668134369734532	2751	299	645	586	836	350	27	8	2751	299	1231	1221	2751	299	2452	1807	1221	385	35	8	77450	1905	392	365	27	1114	0	37	51	0	311	1905	1594	0	124	95	185	818	282	90	311	46	1513	1034	367	102	10	0	0
"ACSSF"	"ny"	"140"	"00"	"0005005"	""	""	""	""	"36"	"047"	""	""	"032500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047032500"	"Census Tract 325"	""	""	"Census Tract 325, Kings County, New York"	"36047032500"	"168414"	"0"	""	""	""	""	""	""	""	6321	6321	97208.75	0.0650250116988959	4733	809	1065	944	1311	550	19	35	4733	809	2009	1915	4733	809	3924	2859	1915	604	54	35	58641	3300	270	248	22	2492	0	0	81	31	426	3300	2874	3	155	363	863	966	456	68	426	41	2603	1993	499	79	32	0	0
"ACSSF"	"ny"	"140"	"00"	"0005006"	""	""	""	""	"36"	"047"	""	""	"032600"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047032600"	"Census Tract 326"	""	""	"Census Tract 326, Kings County, New York"	"36047032600"	"329186"	"0"	""	""	""	""	""	""	""	7510	7510	59087.6	0.127099430576512	4892	1571	1574	697	524	432	41	53	4892	1571	2271	1050	4892	1571	3321	1747	1050	526	94	53	33467	2335	509	294	215	1169	0	0	89	34	534	2335	1801	102	239	44	339	546	361	170	534	44	2561	1546	873	105	0	37	0
"ACSSF"	"ny"	"140"	"00"	"0005007"	""	""	""	""	"36"	"047"	""	""	"032700"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047032700"	"Census Tract 327"	""	""	"Census Tract 327, Kings County, New York"	"36047032700"	"177080"	"0"	""	""	""	""	""	""	""	2870	2870	41976.88	0.0683709731473659	2292	351	511	298	765	191	156	20	2292	351	809	1132	2292	351	1941	1430	1132	367	176	20	58750	1485	170	160	10	1182	0	35	0	0	98	1485	1387	0	81	75	433	502	225	71	98	44	1325	937	345	19	24	0	0
"ACSSF"	"ny"	"140"	"00"	"0005008"	""	""	""	""	"36"	"047"	""	""	"032800"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047032800"	"Census Tract 328"	""	""	"Census Tract 328, Kings County, New York"	"36047032800"	"232836"	"0"	""	""	""	""	""	""	""	2848	2848	31680.18	0.0898984860161514	2081	551	712	410	312	92	4	0	2081	551	1122	408	2081	551	1530	818	408	96	4	0	29289	906	343	280	63	499	0	0	33	11	20	906	886	0	26	60	86	178	311	225	20	62	1117	699	285	132	0	0	1
"ACSSF"	"ny"	"140"	"00"	"0005009"	""	""	""	""	"36"	"047"	""	""	"032900"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047032900"	"Census Tract 329"	""	""	"Census Tract 329, Kings County, New York"	"36047032900"	"156418"	"0"	""	""	""	""	""	""	""	6174	6174	102229.8	0.0603933300077066	3990	446	906	1252	623	649	56	58	3990	446	2158	1386	3990	446	3544	2638	1386	763	114	58	59636	2318	329	310	19	1504	0	21	327	34	103	2318	2215	198	282	390	183	716	278	168	103	39	2141	1444	629	68	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0005010"	""	""	""	""	"36"	"047"	""	""	"033000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047033000"	"Census Tract 330"	""	""	"Census Tract 330, Kings County, New York"	"36047033000"	"372143"	"119065"	""	""	""	""	""	""	""	5007	5007	34847.01	0.143685221707591	3209	862	853	760	561	158	15	0	3209	862	1613	734	3209	862	2347	1494	734	173	15	0	19215	1273	247	229	18	853	0	0	117	0	56	1273	1217	63	110	142	121	302	314	165	56	47	1749	1151	522	76	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0005011"	""	""	""	""	"36"	"047"	""	""	"033100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047033100"	"Census Tract 331"	""	""	"Census Tract 331, Kings County, New York"	"36047033100"	"142466"	"0"	""	""	""	""	""	""	""	4441	4441	80736.02	0.0550064324622353	2496	284	584	864	564	174	14	12	2496	284	1448	764	2496	284	2212	1628	764	200	26	12	48393	1665	252	187	65	867	0	0	495	24	27	1665	1638	140	356	168	204	531	239	0	27	33	1620	994	525	101	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0005012"	""	""	""	""	"36"	"047"	""	""	"033300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047033300"	"Census Tract 333"	""	""	"Census Tract 333, Kings County, New York"	"36047033300"	"186336"	"0"	""	""	""	""	""	""	""	4578	4578	63632.18	0.0719447348790805	2470	309	571	733	437	279	101	40	2470	309	1304	857	2470	309	2161	1590	857	420	141	40	67663	1504	415	260	155	525	31	0	348	79	106	1504	1398	208	175	122	209	434	123	127	106	37	1271	776	473	22	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0005013"	""	""	""	""	"36"	"047"	""	""	"033500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047033500"	"Census Tract 335"	""	""	"Census Tract 335, Kings County, New York"	"36047033500"	"180682"	"0"	""	""	""	""	""	""	""	3218	3218	46128.45	0.0697617131816827	1810	204	348	497	437	145	103	76	1810	204	845	761	1810	204	1606	1258	761	324	179	76	76771	1311	280	219	61	601	0	9	326	0	95	1311	1216	145	197	117	211	200	220	126	95	42	904	377	440	64	23	0	0
"ACSSF"	"ny"	"140"	"00"	"0005014"	""	""	""	""	"36"	"047"	""	""	"033600"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047033600"	"Census Tract 336"	""	""	"Census Tract 336, Kings County, New York"	"36047033600"	"688235"	"1085724"	""	""	""	""	""	""	""	5217	5217	19632.78	0.265729030404774	3575	425	768	762	939	596	76	9	3575	425	1530	1620	3575	425	3150	2382	1620	681	85	9	82500	2303	1379	1159	220	551	0	0	171	57	145	2303	2158	85	253	255	498	492	315	260	145	43	1628	263	798	336	129	75	27
"ACSSF"	"ny"	"140"	"00"	"0005015"	""	""	""	""	"36"	"047"	""	""	"033701"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047033701"	"Census Tract 337.01"	""	""	"Census Tract 337.01, Kings County, New York"	"36047033701"	"98672"	"0"	""	""	""	""	""	""	""	2603	2603	68324.74	0.0380974738106895	1908	328	452	476	415	141	96	0	1908	328	928	652	1908	328	1580	1128	652	237	96	0	54981	1142	371	364	7	396	0	24	117	0	234	1142	908	11	96	145	161	376	67	52	234	39	899	652	164	83	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0005016"	""	""	""	""	"36"	"047"	""	""	"033702"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047033702"	"Census Tract 337.02"	""	""	"Census Tract 337.02, Kings County, New York"	"36047033702"	"98915"	"0"	""	""	""	""	""	""	""	1660	1660	43465.4	0.0381912966392122	954	208	131	191	202	200	22	0	954	208	322	424	954	208	746	615	424	222	22	0	68167	521	204	196	8	111	0	0	174	0	32	521	489	35	153	75	79	59	77	11	32	30	462	143	280	39	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0005017"	""	""	""	""	"36"	"047"	""	""	"033900"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047033900"	"Census Tract 339"	""	""	"Census Tract 339, Kings County, New York"	"36047033900"	"180739"	"0"	""	""	""	""	""	""	""	4720	4720	67637.55	0.0697837210056572	3213	800	546	582	898	279	43	65	3213	800	1128	1285	3213	800	2413	1867	1285	387	108	65	51950	2107	344	319	25	1292	0	76	57	49	289	2107	1818	43	93	168	316	525	540	133	289	48	2013	1498	416	99	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0005018"	""	""	""	""	"36"	"047"	""	""	"034000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047034000"	"Census Tract 340"	""	""	"Census Tract 340, Kings County, New York"	"36047034000"	"129694"	"0"	""	""	""	""	""	""	""	1998	1998	39900.04	0.0500751354832532	1645	339	814	235	165	71	0	21	1645	339	1049	257	1645	339	1306	492	257	92	21	21	16978	257	75	69	6	103	0	9	23	0	47	257	210	12	11	34	12	47	62	32	47	51	608	427	163	11	0	0	7
"ACSSF"	"ny"	"140"	"00"	"0005019"	""	""	""	""	"36"	"047"	""	""	"034100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047034100"	"Census Tract 341"	""	""	"Census Tract 341, Kings County, New York"	"36047034100"	"139770"	"0"	""	""	""	""	""	""	""	3240	3240	60038.36	0.0539655009984602	2478	311	609	607	567	243	129	12	2478	311	1216	951	2478	311	2167	1558	951	384	141	12	66357	1460	87	79	8	1011	0	144	34	0	184	1460	1276	21	36	42	369	490	255	63	184	45	1282	718	506	39	19	0	0
"ACSSF"	"ny"	"140"	"00"	"0005020"	""	""	""	""	"36"	"047"	""	""	"034200"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047034200"	"Census Tract 342"	""	""	"Census Tract 342, Kings County, New York"	"36047034200"	"229959"	"0"	""	""	""	""	""	""	""	6615	6615	74503.59	0.088787670058703	4281	1169	1345	672	444	642	0	9	4281	1169	2017	1095	4281	1169	3112	1767	1095	651	9	9	20469	1423	360	310	50	845	0	0	54	75	89	1423	1334	0	195	95	214	264	417	149	89	48	2852	2035	790	27	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0005021"	""	""	""	""	"36"	"047"	""	""	"034300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047034300"	"Census Tract 343"	""	""	"Census Tract 343, Kings County, New York"	"36047034300"	"162156"	"0"	""	""	""	""	""	""	""	5340	5340	85291.55	0.0626087842878037	3754	618	1066	958	805	295	12	0	3754	618	2024	1112	3754	618	3136	2070	1112	307	12	0	31420	1710	93	93	0	1233	0	110	184	0	90	1710	1620	38	127	282	187	427	465	94	90	43	2018	1629	369	0	13	0	7
"ACSSF"	"ny"	"140"	"00"	"0005022"	""	""	""	""	"36"	"047"	""	""	"034500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047034500"	"Census Tract 345"	""	""	"Census Tract 345, Kings County, New York"	"36047034500"	"163593"	"0"	""	""	""	""	""	""	""	2833	2833	44851.77	0.0631636131132654	1837	186	326	553	525	155	64	28	1837	186	879	772	1837	186	1651	1325	772	247	92	28	50982	1523	175	175	0	1025	0	0	7	46	270	1523	1253	11	71	99	202	385	361	124	270	51	1047	711	254	37	45	0	0
"ACSSF"	"ny"	"140"	"00"	"0005023"	""	""	""	""	"36"	"047"	""	""	"034700"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047034700"	"Census Tract 347"	""	""	"Census Tract 347, Kings County, New York"	"36047034700"	"139778"	"0"	""	""	""	""	""	""	""	3720	3720	68928.98	0.0539685898158601	2725	671	552	704	477	253	9	59	2725	671	1256	798	2725	671	2054	1502	798	321	68	59	34122	1629	227	163	64	1341	0	0	20	0	41	1629	1588	0	135	117	182	501	597	56	41	47	1898	1592	251	55	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0005024"	""	""	""	""	"36"	"047"	""	""	"034800"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047034800"	"Census Tract 348"	""	""	"Census Tract 348, Kings County, New York"	"36047034800"	"592737"	"87258"	""	""	""	""	""	""	""	2851	2851	12457.56	0.228857044897505	1652	667	403	108	296	146	18	14	1652	667	511	474	1652	667	985	582	474	178	32	14	49256	1127	212	202	10	605	0	8	174	32	96	1127	1031	106	95	63	136	157	304	170	96	51	863	426	369	35	26	0	7
"ACSSF"	"ny"	"140"	"00"	"0005025"	""	""	""	""	"36"	"047"	""	""	"034901"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047034901"	"Census Tract 349.01"	""	""	"Census Tract 349.01, Kings County, New York"	"36047034901"	"69957"	"0"	""	""	""	""	""	""	""	1937	1937	71712.72	0.0270105498558294	1351	161	422	350	229	171	0	18	1351	161	772	418	1351	161	1190	768	418	189	18	18	42229	949	92	92	0	642	0	35	48	0	132	949	817	31	54	109	74	250	267	32	132	44	775	627	148	0	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0005026"	""	""	""	""	"36"	"047"	""	""	"034902"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047034902"	"Census Tract 349.02"	""	""	"Census Tract 349.02, Kings County, New York"	"36047034902"	"93256"	"0"	""	""	""	""	""	""	""	3934	3934	109258.5	0.0360063444309394	2337	351	823	586	380	108	67	22	2337	351	1409	577	2337	351	1986	1163	577	197	89	22	43125	1710	239	190	49	1228	0	0	78	29	136	1710	1574	0	76	83	264	472	531	148	136	51	1547	1107	404	36	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0005027"	""	""	""	""	"36"	"047"	""	""	"035000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047035000"	"Census Tract 350"	""	""	"Census Tract 350, Kings County, New York"	"36047035000"	"198571"	"0"	""	""	""	""	""	""	""	3355	3355	43759.71	0.0766686949900926	2958	190	988	629	586	462	103	0	2958	190	1617	1151	2958	190	2768	1780	1151	565	103	0	44871	1403	420	353	67	827	0	10	114	0	32	1403	1371	23	127	112	300	419	262	128	32	46	1647	749	699	191	0	0	8
"ACSSF"	"ny"	"140"	"00"	"0005028"	""	""	""	""	"36"	"047"	""	""	"035101"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047035101"	"Census Tract 351.01"	""	""	"Census Tract 351.01, Kings County, New York"	"36047035101"	"69889"	"0"	""	""	""	""	""	""	""	2565	2565	95055.29	0.0269842949079301	1638	441	468	398	185	88	58	0	1638	441	866	331	1638	441	1197	729	331	146	58	0	39489	905	155	122	33	711	0	0	26	0	13	905	892	0	53	48	53	363	261	114	13	55	902	502	338	0	62	0	0
"ACSSF"	"ny"	"140"	"00"	"0005029"	""	""	""	""	"36"	"047"	""	""	"035102"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047035102"	"Census Tract 351.02"	""	""	"Census Tract 351.02, Kings County, New York"	"36047035102"	"93117"	"0"	""	""	""	""	""	""	""	2659	2659	73958.34	0.0359526762286157	1793	256	452	379	485	208	13	0	1793	256	831	706	1793	256	1537	1085	706	221	13	0	72955	1280	188	156	32	861	0	21	110	14	86	1280	1194	0	123	87	296	155	371	162	86	52	862	560	302	0	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0005030"	""	""	""	""	"36"	"047"	""	""	"035200"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047035200"	"Census Tract 352"	""	""	"Census Tract 352, Kings County, New York"	"36047035200"	"990690"	"1400857"	""	""	""	""	""	""	""	1401	1401	3662.673	0.382507563741608	1292	367	349	187	248	136	0	5	1292	367	536	389	1292	367	925	576	389	141	5	5	12073	152	41	29	12	111	0	0	0	0	0	152	152	0	12	0	13	29	58	40	0	58	633	559	45	29	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0005031"	""	""	""	""	"36"	"047"	""	""	"035301"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047035301"	"Census Tract 353.01"	""	""	"Census Tract 353.01, Kings County, New York"	"36047035301"	"69917"	"0"	""	""	""	""	""	""	""	2731	2731	101166.5	0.0269951057688298	1844	616	394	266	388	161	19	0	1844	616	660	568	1844	616	1228	834	568	180	19	0	39107	1303	314	276	38	622	0	35	152	48	132	1303	1171	0	175	181	395	236	164	20	132	36	1102	911	184	7	0	0	0
