Geo_FILEID	Geo_STUSAB	Geo_SUMLEV	Geo_GEOCOMP	Geo_LOGRECNO	Geo_US	Geo_REGION	Geo_DIVISION	Geo_STATECE	Geo_STATE	Geo_COUNTY	Geo_COUSUB	Geo_PLACE	Geo_TRACT	Geo_BLKGRP	Geo_CONCIT	Geo_AIANHH	Geo_AIANHHFP	Geo_AIHHTLI	Geo_AITSCE	Geo_AITS	Geo_ANRC	Geo_CBSA	Geo_CSA	Geo_METDIV	Geo_MACC	Geo_MEMI	Geo_NECTA	Geo_CNECTA	Geo_NECTADIV	Geo_UA	Geo_CDCURR	Geo_SLDU	Geo_SLDL	Geo_ZCTA5	Geo_SUBMCD	Geo_SDELM	Geo_SDSEC	Geo_SDUNI	Geo_UR	Geo_PCI	Geo_PUMA5	Geo_GEOID	Geo_NAME	Geo_BTTR	Geo_BTBG	Geo_QName	Geo_FIPS	Geo_AREALAND	Geo_AREAWATR	Geo_PLACESE	Geo_UACP	Geo_VTD	Geo_ZCTA3	Geo_TAZ	Geo_UGA	Geo_PUMA1	SE_A00001_001	SE_A00002_001	SE_A00002_002	SE_A00002_003	SE_A12001_001	SE_A12001_002	SE_A12001_003	SE_A12001_004	SE_A12001_005	SE_A12001_006	SE_A12001_007	SE_A12001_008	SE_B12001_001	SE_B12001_002	SE_B12001_003	SE_B12001_004	SE_A12002_001	SE_A12002_002	SE_A12002_003	SE_A12002_004	SE_A12002_005	SE_A12002_006	SE_A12002_007	SE_A12002_008	SE_A14006_001	SE_A09005_001	SE_A09005_002	SE_A09005_009	SE_A09005_010	SE_A09005_003	SE_A09005_004	SE_A09005_005	SE_A09005_006	SE_A09005_007	SE_A09005_008	SE_A09001_001	SE_A09001_002	SE_A09001_003	SE_A09001_004	SE_A09001_005	SE_A09001_006	SE_A09001_007	SE_A09001_008	SE_A09001_009	SE_A09001_010	SE_A09003_001	SE_A10030_001	SE_A10030_002	SE_A10030_003	SE_A10030_004	SE_A10030_005	SE_A10030_006	SE_A10030_007
"ACSSF"	"ny"	"140"	"00"	"0005450"	""	""	""	""	"36"	"047"	""	""	"102000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047102000"	"Census Tract 1020"	""	""	"Census Tract 1020, Kings County, New York"	"36047102000"	"157042"	"0"	""	""	""	""	""	""	""	2261	2261	37289.15	0.0606342577649008	1668	115	446	326	514	221	46	0	1668	115	772	781	1668	115	1553	1107	781	267	46	0	111767	1313	826	705	121	414	0	0	19	0	54	1313	1259	30	46	147	276	335	225	200	54	48	719	98	417	156	48	0	0
"ACSSF"	"ny"	"140"	"00"	"0005451"	""	""	""	""	"36"	"047"	""	""	"102200"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047102200"	"Census Tract 1022"	""	""	"Census Tract 1022, Kings County, New York"	"36047102200"	"162849"	"0"	""	""	""	""	""	""	""	2364	2364	37597.6	0.0628763530950723	1505	99	521	435	277	164	1	8	1505	99	956	450	1505	99	1406	885	450	173	9	8	72273	975	496	429	67	409	0	0	18	0	52	975	923	30	66	45	88	193	325	176	52	56	766	233	324	168	41	0	0
"ACSSF"	"ny"	"140"	"00"	"0005452"	""	""	""	""	"36"	"047"	""	""	"102400"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047102400"	"Census Tract 1024"	""	""	"Census Tract 1024, Kings County, New York"	"36047102400"	"143125"	"0"	""	""	""	""	""	""	""	2245	2245	40625.49	0.0552608737955543	1343	111	443	336	279	167	7	0	1343	111	779	453	1343	111	1232	789	453	174	7	0	74643	977	462	372	90	334	0	0	75	0	106	977	871	0	135	124	136	150	245	81	106	44	658	158	339	109	28	16	8
"ACSSF"	"ny"	"140"	"00"	"0005453"	""	""	""	""	"36"	"047"	""	""	"102600"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047102600"	"Census Tract 1026"	""	""	"Census Tract 1026, Kings County, New York"	"36047102600"	"135920"	"0"	""	""	""	""	""	""	""	3193	3193	60843.38	0.0524790076247457	2253	216	726	557	557	162	35	0	2253	216	1283	754	2253	216	2037	1311	754	197	35	0	100417	1460	601	509	92	571	0	0	33	39	216	1460	1244	42	85	96	374	180	311	156	216	46	954	195	389	339	7	8	16
"ACSSF"	"ny"	"140"	"00"	"0005454"	""	""	""	""	"36"	"047"	""	""	"102801"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047102801"	"Census Tract 1028.01"	""	""	"Census Tract 1028.01, Kings County, New York"	"36047102801"	"153894"	"0"	""	""	""	""	""	""	""	1610	1610	27095.8	0.0594188081180299	1259	69	331	367	285	159	11	37	1259	69	698	492	1259	69	1190	859	492	207	48	37	86300	874	512	377	135	353	0	0	9	0	0	874	874	8	33	162	170	240	175	86	0	44	558	114	274	126	32	12	0
"ACSSF"	"ny"	"140"	"00"	"0005455"	""	""	""	""	"36"	"047"	""	""	"102802"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047102802"	"Census Tract 1028.02"	""	""	"Census Tract 1028.02, Kings County, New York"	"36047102802"	"864989"	"217164"	""	""	""	""	""	""	""	0	0	0	0.333974134243093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	0	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0005456"	""	""	""	""	"36"	"047"	""	""	"103401"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047103401"	"Census Tract 1034.01"	""	""	"Census Tract 1034.01, Kings County, New York"	"36047103401"	"176086"	"0"	""	""	""	""	""	""	""	4379	4379	64409.2	0.0679871875854251	2280	414	1059	580	123	91	13	0	2280	414	1639	227	2280	414	1866	807	227	104	13	0	17871	1147	434	343	91	702	0	0	0	11	0	1147	1147	33	74	52	70	299	357	262	0	57	1707	1091	586	30	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0005457"	""	""	""	""	"36"	"047"	""	""	"103402"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047103402"	"Census Tract 1034.02"	""	""	"Census Tract 1034.02, Kings County, New York"	"36047103402"	"490129"	"222181"	""	""	""	""	""	""	""	0	0	0	0.189239872926052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	0	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0005458"	""	""	""	""	"36"	"047"	""	""	"105801"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047105801"	"Census Tract 1058.01"	""	""	"Census Tract 1058.01, Kings County, New York"	"36047105801"	"418443"	"0"	""	""	""	""	""	""	""	6094	6094	37719.32	0.161561752409664	4727	664	2150	1037	565	253	43	15	4727	664	3187	876	4727	664	4063	1913	876	311	58	15	19826	1823	464	402	62	949	0	0	254	88	68	1823	1755	152	158	176	116	194	699	260	68	49	3463	2525	853	85	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0005459"	""	""	""	""	"36"	"047"	""	""	"105804"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047105804"	"Census Tract 1058.04"	""	""	"Census Tract 1058.04, Kings County, New York"	"36047105804"	"770249"	"27109"	""	""	""	""	""	""	""	6831	6831	22969.46	0.297394814184467	4761	582	1886	1380	436	432	0	45	4761	582	3266	913	4761	582	4179	2293	913	477	45	45	39446	2495	653	585	68	1315	0	53	253	47	174	2495	2321	116	323	119	211	254	821	477	174	53	3092	1950	1071	37	34	0	0
"ACSSF"	"ny"	"140"	"00"	"0005460"	""	""	""	""	"36"	"047"	""	""	"107001"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047107001"	"Census Tract 1070.01"	""	""	"Census Tract 1070.01, Kings County, New York"	"36047107001"	"1207191"	"0"	""	""	""	""	""	""	""	2992	2992	6419.236	0.466099070729285	1900	252	689	450	327	177	5	0	1900	252	1139	509	1900	252	1648	959	509	182	5	0	53073	1429	464	442	22	793	0	0	81	0	91	1429	1338	66	69	98	237	284	300	284	91	55	1290	771	454	53	12	0	0
"ACSSF"	"ny"	"140"	"00"	"0005461"	""	""	""	""	"36"	"047"	""	""	"107002"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047107002"	"Census Tract 1070.02"	""	""	"Census Tract 1070.02, Kings County, New York"	"36047107002"	"1981715"	"534948"	""	""	""	""	""	""	""	0	0	0	0.765144471711838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	0	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0005462"	""	""	""	""	"36"	"047"	""	""	"107003"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047107003"	"Census Tract 1070.03"	""	""	"Census Tract 1070.03, Kings County, New York"	"36047107003"	"275133"	"0"	""	""	""	""	""	""	""	0	0	0	0.106229449711736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	0	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0005463"	""	""	""	""	"36"	"047"	""	""	"107800"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047107800"	"Census Tract 1078"	""	""	"Census Tract 1078, Kings County, New York"	"36047107800"	"506528"	"0"	""	""	""	""	""	""	""	4667	4667	23863.39	0.195571562493726	3466	542	1178	839	569	231	55	52	3466	542	2017	907	3466	542	2924	1746	907	338	107	52	73847	2148	646	592	54	1137	0	0	31	104	230	2148	1918	65	151	99	323	281	577	422	230	56	1859	683	806	308	62	0	0
"ACSSF"	"ny"	"140"	"00"	"0005464"	""	""	""	""	"36"	"047"	""	""	"109800"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047109800"	"Census Tract 1098"	""	""	"Census Tract 1098, Kings County, New York"	"36047109800"	"854382"	"0"	""	""	""	""	""	""	""	2460	2460	7457.286	0.329878748472966	1523	153	723	440	129	78	0	0	1523	153	1163	207	1523	153	1370	647	207	78	0	0	52886	970	174	123	51	711	0	0	22	0	63	970	907	18	29	71	267	233	141	148	63	49	641	322	261	42	16	0	0
"ACSSF"	"ny"	"140"	"00"	"0005465"	""	""	""	""	"36"	"047"	""	""	"110400"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047110400"	"Census Tract 1104"	""	""	"Census Tract 1104, Kings County, New York"	"36047110400"	"742525"	"0"	""	""	""	""	""	""	""	4811	4811	16781.16	0.286690517485023	3102	603	935	1056	303	205	0	0	3102	603	1991	508	3102	603	2499	1564	508	205	0	0	41949	1604	332	268	64	1022	0	0	127	20	103	1604	1501	84	53	178	340	280	301	265	103	52	1697	1096	367	184	33	17	0
"ACSSF"	"ny"	"140"	"00"	"0005466"	""	""	""	""	"36"	"047"	""	""	"110600"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047110600"	"Census Tract 1106"	""	""	"Census Tract 1106, Kings County, New York"	"36047110600"	"171053"	"0"	""	""	""	""	""	""	""	4994	4994	75616.33	0.0660439353386966	3023	781	1511	689	42	0	0	0	3023	781	2200	42	3023	781	2242	731	42	0	0	0	28000	1162	165	128	37	893	0	0	60	44	0	1162	1162	44	26	211	69	393	262	157	0	53	1902	1431	444	27	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0005467"	""	""	""	""	"36"	"047"	""	""	"111000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047111000"	"Census Tract 1110"	""	""	"Census Tract 1110, Kings County, New York"	"36047111000"	"124982"	"0"	""	""	""	""	""	""	""	3120	3120	64655.41	0.0482558220346967	1985	637	499	617	184	48	0	0	1985	637	1116	232	1985	637	1348	849	232	48	0	0	28365	976	67	30	37	719	0	0	13	12	165	976	811	13	70	9	59	275	228	157	165	58	1440	1196	228	0	16	0	0
"ACSSF"	"ny"	"140"	"00"	"0005468"	""	""	""	""	"36"	"047"	""	""	"111600"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047111600"	"Census Tract 1116"	""	""	"Census Tract 1116, Kings County, New York"	"36047111600"	"499698"	"0"	""	""	""	""	""	""	""	3617	3617	18747.3	0.192934484638539	2045	408	1014	350	228	45	0	0	2045	408	1364	273	2045	408	1637	623	273	45	0	0	72472	1578	505	476	29	991	0	0	78	0	4	1578	1574	0	143	94	406	235	462	234	4	51	1027	378	474	175	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0005469"	""	""	""	""	"36"	"047"	""	""	"111800"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047111800"	"Census Tract 1118"	""	""	"Census Tract 1118, Kings County, New York"	"36047111800"	"162313"	"0"	""	""	""	""	""	""	""	3953	3953	63077.04	0.0626694023292772	2498	328	1169	493	391	100	0	17	2498	328	1662	508	2498	328	2170	1001	508	117	17	17	75299	1315	481	454	27	536	0	20	80	15	183	1315	1132	15	214	13	345	280	115	150	183	42	1260	811	409	40	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0005470"	""	""	""	""	"36"	"047"	""	""	"112000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047112000"	"Census Tract 1120"	""	""	"Census Tract 1120, Kings County, New York"	"36047112000"	"173004"	"0"	""	""	""	""	""	""	""	3353	3353	50196.7	0.0667972206821035	2460	430	1199	458	280	69	0	24	2460	430	1657	373	2460	430	2030	831	373	93	24	24	54706	1355	231	220	11	834	0	46	31	12	201	1355	1154	58	2	115	454	363	118	44	201	39	1158	720	373	53	0	12	0
"ACSSF"	"ny"	"140"	"00"	"0005471"	""	""	""	""	"36"	"047"	""	""	"112200"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047112200"	"Census Tract 1122"	""	""	"Census Tract 1122, Kings County, New York"	"36047112200"	"162285"	"0"	""	""	""	""	""	""	""	2946	2946	47016.7	0.0626585914683775	2237	494	878	535	148	173	9	0	2237	494	1413	330	2237	494	1743	865	330	182	9	0	22734	1136	197	197	0	852	0	0	49	0	38	1136	1098	0	42	170	456	50	252	128	38	44	1420	767	586	61	6	0	0
"ACSSF"	"ny"	"140"	"00"	"0005472"	""	""	""	""	"36"	"047"	""	""	"112400"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047112400"	"Census Tract 1124"	""	""	"Census Tract 1124, Kings County, New York"	"36047112400"	"177849"	"0"	""	""	""	""	""	""	""	3938	3938	57348.5	0.0686678857199338	2493	369	1132	588	360	33	11	0	2493	369	1720	404	2493	369	2124	992	404	44	11	0	44875	1613	506	407	99	897	0	0	60	69	81	1613	1532	0	27	181	415	492	323	94	81	44	1245	653	357	196	39	0	0
"ACSSF"	"ny"	"140"	"00"	"0005473"	""	""	""	""	"36"	"047"	""	""	"112600"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047112600"	"Census Tract 1126"	""	""	"Census Tract 1126, Kings County, New York"	"36047112600"	"168500"	"0"	""	""	""	""	""	""	""	4029	4029	61929.15	0.0650582164859451	2739	228	1059	850	442	73	11	76	2739	228	1909	602	2739	228	2511	1452	602	160	87	76	49311	1722	266	266	0	1108	0	0	189	0	159	1722	1563	25	117	214	328	424	358	97	159	43	1625	1173	446	0	6	0	0
"ACSSF"	"ny"	"140"	"00"	"0005474"	""	""	""	""	"36"	"047"	""	""	"112800"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047112800"	"Census Tract 1128"	""	""	"Census Tract 1128, Kings County, New York"	"36047112800"	"184193"	"0"	""	""	""	""	""	""	""	4024	4024	56582.56	0.0711173179180753	2577	498	1062	632	327	58	0	0	2577	498	1694	385	2577	498	2079	1017	385	58	0	0	40063	1150	217	217	0	884	0	0	0	0	49	1150	1101	0	0	0	118	334	395	254	49	61	1429	963	357	109	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0005475"	""	""	""	""	"36"	"047"	""	""	"113000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047113000"	"Census Tract 1130"	""	""	"Census Tract 1130, Kings County, New York"	"36047113000"	"193832"	"0"	""	""	""	""	""	""	""	4087	4087	54610.59	0.0748389567828114	3012	402	913	1075	456	97	53	16	3012	402	1988	622	3012	402	2610	1697	622	166	69	16	47700	1554	461	461	0	1056	0	0	19	0	18	1554	1536	96	68	226	250	272	414	210	18	48	1560	917	548	54	41	0	0
"ACSSF"	"ny"	"140"	"00"	"0005476"	""	""	""	""	"36"	"047"	""	""	"113200"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047113200"	"Census Tract 1132"	""	""	"Census Tract 1132, Kings County, New York"	"36047113200"	"196193"	"0"	""	""	""	""	""	""	""	2315	2315	30560.84	0.0757505440179646	1496	154	448	637	180	67	10	0	1496	154	1085	257	1496	154	1342	894	257	77	10	0	50149	983	248	235	13	573	0	9	15	0	138	983	845	25	10	51	259	295	160	45	138	44	695	350	259	47	39	0	0
"ACSSF"	"ny"	"140"	"00"	"0005477"	""	""	""	""	"36"	"047"	""	""	"113400"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047113400"	"Census Tract 1134"	""	""	"Census Tract 1134, Kings County, New York"	"36047113400"	"153420"	"0"	""	""	""	""	""	""	""	2566	2566	43318.4	0.0592357956870843	1754	462	706	438	119	29	0	0	1754	462	1144	148	1754	462	1292	586	148	29	0	0	27059	828	98	76	22	649	0	0	0	13	68	828	760	22	38	35	122	184	293	66	68	50	926	858	61	7	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0005478"	""	""	""	""	"36"	"047"	""	""	"114201"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047114201"	"Census Tract 1142.01"	""	""	"Census Tract 1142.01, Kings County, New York"	"36047114201"	"300918"	"0"	""	""	""	""	""	""	""	1497	1497	12884.61	0.116185094293873	996	126	283	398	125	47	17	0	996	126	681	189	996	126	870	587	189	64	17	0	""	624	344	302	42	232	0	0	5	36	7	624	617	5	8	55	239	236	74	0	7	39	617	105	456	14	28	14	0
"ACSSF"	"ny"	"140"	"00"	"0005479"	""	""	""	""	"36"	"047"	""	""	"114202"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047114202"	"Census Tract 1142.02"	""	""	"Census Tract 1142.02, Kings County, New York"	"36047114202"	"119169"	"0"	""	""	""	""	""	""	""	3001	3001	65222.95	0.0460114100914753	1761	308	569	570	198	107	9	0	1761	308	1139	314	1761	308	1453	884	314	116	9	0	58576	1108	364	334	30	660	0	8	0	0	76	1108	1032	0	103	27	214	334	258	96	76	49	939	519	277	96	47	0	0
"ACSSF"	"ny"	"140"	"00"	"0005480"	""	""	""	""	"36"	"047"	""	""	"114400"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047114400"	"Census Tract 1144"	""	""	"Census Tract 1144, Kings County, New York"	"36047114400"	"429912"	"0"	""	""	""	""	""	""	""	2849	2849	17163.69	0.165989958254633	1937	342	773	485	280	29	18	10	1937	342	1258	337	1937	342	1595	822	337	57	28	10	72711	1175	304	304	0	819	0	22	10	9	11	1175	1164	35	118	16	286	365	267	77	11	46	769	498	232	39	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0005481"	""	""	""	""	"36"	"047"	""	""	"114600"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047114600"	"Census Tract 1146"	""	""	"Census Tract 1146, Kings County, New York"	"36047114600"	"160101"	"0"	""	""	""	""	""	""	""	3119	3119	50456.73	0.0618153443181976	1929	330	821	520	158	16	73	11	1929	330	1341	258	1929	330	1599	778	258	100	84	11	35464	1254	283	283	0	886	0	0	85	0	0	1254	1254	46	48	123	333	195	175	334	0	54	845	484	199	123	24	15	0
"ACSSF"	"ny"	"140"	"00"	"0005482"	""	""	""	""	"36"	"047"	""	""	"115000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047115000"	"Census Tract 1150"	""	""	"Census Tract 1150, Kings County, New York"	"36047115000"	"158250"	"0"	""	""	""	""	""	""	""	2839	2839	46464.3	0.0611006691922897	1777	531	468	394	259	102	23	0	1777	531	862	384	1777	531	1246	778	384	125	23	0	63106	1077	240	222	18	759	33	0	2	11	32	1077	1045	0	77	35	462	231	160	80	32	42	862	494	152	163	53	0	0
"ACSSF"	"ny"	"140"	"00"	"0005483"	""	""	""	""	"36"	"047"	""	""	"115200"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047115200"	"Census Tract 1152"	""	""	"Census Tract 1152, Kings County, New York"	"36047115200"	"166136"	"0"	""	""	""	""	""	""	""	3664	3664	57120.17	0.0641454709442669	2196	595	561	725	221	37	48	9	2196	595	1286	315	2196	595	1601	1040	315	94	57	9	48894	1314	390	346	44	726	0	0	19	29	150	1314	1164	19	159	83	262	347	221	73	150	41	1073	521	442	39	0	32	39
"ACSSF"	"ny"	"140"	"00"	"0005484"	""	""	""	""	"36"	"047"	""	""	"115600"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047115600"	"Census Tract 1156"	""	""	"Census Tract 1156, Kings County, New York"	"36047115600"	"159862"	"0"	""	""	""	""	""	""	""	4320	4320	69990.04	0.0617230658983748	2679	757	1174	660	59	29	0	0	2679	757	1834	88	2679	757	1922	748	88	29	0	0	25842	1464	410	397	13	957	0	0	97	0	0	1464	1464	76	121	83	297	400	356	131	0	47	1751	1187	430	134	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0005485"	""	""	""	""	"36"	"047"	""	""	"115800"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047115800"	"Census Tract 1158"	""	""	"Census Tract 1158, Kings County, New York"	"36047115800"	"154981"	"0"	""	""	""	""	""	""	""	3020	3020	50469.18	0.0598385011822449	1931	485	691	475	209	71	0	0	1931	485	1166	280	1931	485	1446	755	280	71	0	0	57617	1218	298	278	20	869	0	0	23	0	28	1218	1190	58	1	47	521	330	163	70	28	45	943	473	348	122	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0005486"	""	""	""	""	"36"	"047"	""	""	"116000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047116000"	"Census Tract 1160"	""	""	"Census Tract 1160, Kings County, New York"	"36047116000"	"151414"	"0"	""	""	""	""	""	""	""	2781	2781	47569.95	0.0584612747240528	1699	260	757	458	193	31	0	0	1699	260	1215	224	1699	260	1439	682	224	31	0	0	41724	1043	369	322	47	616	0	0	0	0	58	1043	985	64	15	63	99	220	330	194	58	59	912	480	262	105	65	0	0
"ACSSF"	"ny"	"140"	"00"	"0005487"	""	""	""	""	"36"	"047"	""	""	"116200"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047116200"	"Census Tract 1162"	""	""	"Census Tract 1162, Kings County, New York"	"36047116200"	"143447"	"0"	""	""	""	""	""	""	""	2728	2728	49255.04	0.0553851986959013	1727	271	663	426	217	103	0	47	1727	271	1089	367	1727	271	1456	793	367	150	47	47	54097	957	409	203	206	390	0	0	40	0	118	957	839	28	48	48	141	262	197	115	118	51	833	311	353	154	15	0	0
"ACSSF"	"ny"	"140"	"00"	"0005488"	""	""	""	""	"36"	"047"	""	""	"116400"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047116400"	"Census Tract 1164"	""	""	"Census Tract 1164, Kings County, New York"	"36047116400"	"181563"	"0"	""	""	""	""	""	""	""	4063	4063	57958.51	0.0701018691978496	2435	334	1076	531	262	44	11	177	2435	334	1607	494	2435	334	2101	1025	494	232	188	177	60137	1598	369	267	102	1048	0	0	13	12	156	1598	1442	0	29	109	410	391	274	229	156	50	1187	565	408	160	45	9	0
"ACSSF"	"ny"	"140"	"00"	"0005489"	""	""	""	""	"36"	"047"	""	""	"116600"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047116600"	"Census Tract 1166"	""	""	"Census Tract 1166, Kings County, New York"	"36047116600"	"159390"	"0"	""	""	""	""	""	""	""	3028	3028	49203.11	0.0615408256717792	1985	558	890	340	177	20	0	0	1985	558	1230	197	1985	558	1427	537	197	20	0	0	51477	1353	236	210	26	994	0	0	33	0	90	1353	1263	0	27	78	434	279	342	103	90	48	1022	546	363	113	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0005490"	""	""	""	""	"36"	"047"	""	""	"116800"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047116800"	"Census Tract 1168"	""	""	"Census Tract 1168, Kings County, New York"	"36047116800"	"143956"	"0"	""	""	""	""	""	""	""	2538	2538	45662.49	0.0555817247029716	1382	177	693	285	149	78	0	0	1382	177	978	227	1382	177	1205	512	227	78	0	0	61121	1069	322	312	10	674	0	0	42	0	31	1069	1038	2	20	89	462	307	119	39	31	40	676	298	346	27	5	0	0
"ACSSF"	"ny"	"140"	"00"	"0005491"	""	""	""	""	"36"	"047"	""	""	"117000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36047117000"	"Census Tract 1170"	""	""	"Census Tract 1170, Kings County, New York"	"36047117000"	"153809"	"0"	""	""	""	""	""	""	""	1914	1914	32229.82	0.0593859894331557	1321	469	389	302	111	50	0	0	1321	469	691	161	1321	469	852	463	161	50	0	0	""	545	87	56	31	433	0	0	15	0	10	545	535	0	31	39	109	86	220	50	10	51	715	548	147	0	20	0	0
